CASE;SERIAL;REF;QUESTNNR;MODE;STARTED;ID02;ID03;ID03_01;ID03_02;ID03_03;ID04;ID04_01;ID04_02;ID04_03;ID06;ID06_01;ID06_02;ID06_03;ID06_04;ID06_05;ID06_06;ID06_07;ID06_07a;ID05_01;SA01_01;SA02_01;SA05_01;CS01_01;CS02_01;CS03_01;CS04_01;ES01_01;FI01_01;TM04;ST01;EV02;EV02_01;EV02_02;EV02_03;EV02_04;EV02_05;EX01_01;MD01_01;MY01_01;SS01_01;SS02_01;SD01_01;AD01;AD01_01;AC01_01;AR01_01;AT01_01;MF01;MF01_13;MF03;MF02;MF02_01;MF02_02;MF02_03;MF02_04;MF02_05;MF02_06;MF02_07;MF02_08;MF02_09;MF02_14;MF02_10;MF02_11;MF02_12;MF02_13;MF02_13a;MF02_15;RM01;RM01_01;RM01_02;RM01_03;RM01_04;RM01_05;RM01_06;RM01_07;RM01_08;RM01_09;RM01_10;RM01_11;RM01_12;RM01_12a;TB01;SL01_01;SL02_01;SB01_01;PO01_01;PO02_01;WS01_01;PS01;PH01;PH01_01;PH01_08;PH01_09;PH01_10;PH01_11;PH01_13;PH01_15;PH01_19;PH01_23;PH01_24;PH01_27;PR01_01;SE01_01;SE02;SE02_01;SE02_02;HS01_01;RE01_01;PT01_01;SF01;IB01_01;AU01_01;TE01;TE01_01;TE01_02;TE01_03;TE01_04;TE01_08;TE01_09;CT02_01;CT02_02;GR01_01;AV01_01;PQ01_01;II01_01;SV01_01;CO01;IL01_01;BC02;CB01_01;IM01_01;US01;US01_01;US01_02;US01_03;US01_04;TIME001;TIME002;TIME_SUM;MAILSENT;LASTDATA;FINISHED;Q_VIEWER;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
71;;;base;interview;20.02.2020 11:15;-9;1;2;1;1;1;1;2;1;2;1;2;1;1;1;1;2;Retired;1;1;1;1;2;1;1;1;1;1;4;2;1;1;1;1;2;1;1;2;1;1;1;2;-9;;B_Apr_Wash_12;2;03.04.2019;14;;13;6;2;2;1;1;1;1;1;1;1;2;1;1;2;2;"PTSD; Depression";2;2;1;1;1;1;1;1;2;1;1;1;1;2;He spent months doing dryer runs to take his own life. ;4;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Wash_10;1;-9;1;2;0;1;1;1;1;1;1;1;1;1;1;1;2;1;-9;1;-9;1;1;;;;;;633;828;920;;16.03.2020 00:25;1;0;2;2;15;2;0.23;0
72;;;base;interview;20.02.2020 11:33;1;1;2;1;1;1;1;2;1;2;1;2;1;1;1;1;2;Prisoners;1;1;1;1;2;1;1;1;1;1;4;2;1;1;2;1;1;1;2;2;2;2;1;2;-9;;B_Apr_Wash_13;2;03.04.2019;1;;13;3;2;1;1;1;1;1;1;1;1;1;2;2;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;2;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;1;-9;1;1;0;1;1;1;1;1;1;2;1;1;1;1;1;1;-9;1;-9;1;1;0;1;1;1;1;155;1295;1450;;06.07.2020 14:23;1;0;2;2;15;3;0.4;0
73;;;base;interview;20.02.2020 11:50;1;1;1;2;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;2;1;1;1;1;4;2;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Apr_Wash_14;2;03.04.2019;11;;13;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;4;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Wash_11;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;2;-9;1;1;;;;;;224;793;1017;;15.03.2020 23:20;1;0;2;2;16;2;0.37;0
74;;;base;interview;20.02.2020 12:09;1;1;1;2;1;2;2;2;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;2;1;1;1;1;3;1;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Apr_Oreg_24;2;03.04.2019;5;;13;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;5;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_22;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;200;381;581;;15.03.2020 23:21;1;0;2;2;16;2;0.57;0
75;;;base;interview;20.02.2020 12:14;1;1;1;2;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;2;1;1;1;1;3;1;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Apr_Oreg_25;2;03.04.2019;5;;13;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;5;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_22;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;0;1;1;1;1;267;590;857;;06.07.2020 14:28;1;0;2;2;14;1;0.39;0
76;;;base;interview;20.02.2020 12:21;1;1;1;2;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Apr_Oreg_26;2;03.04.2019;11;;13;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;5;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_22;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;0;1;1;1;1;205;689;894;;06.07.2020 14:30;1;0;2;2;14;1;0.41;0
77;;;base;interview;20.02.2020 12:33;-9;1;1;2;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;2;1;1;1;1;4;1;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Apr_Oreg_27;2;03.04.2019;11;;13;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;5;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_21;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;109;417;526;;15.03.2020 23:31;1;0;2;2;16;2;0.74;0
81;;;base;interview;20.02.2020 14:43;-9;2;2;2;1;2;1;2;2;0;1;1;1;1;1;1;1;;1;1;2;1;1;1;1;1;1;1;3;1;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Apr_Oreg_30;2;03.04.2019;4;;13;2;1;1;1;2;1;1;1;1;1;1;1;2;1;1;;1;1;1;1;1;1;2;1;1;1;1;1;1;1;;6;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;162;474;636;;15.03.2020 23:27;1;0;2;2;17;3;0.56;0
82;;;base;interview;20.02.2020 14:52;-9;1;2;1;1;1;1;2;1;1;1;2;1;1;1;1;1;;1;1;2;1;2;1;1;1;1;1;4;2;1;1;1;1;2;1;1;2;1;1;1;1;-9;;B_Apr_Wash_16;2;04.04.2019;12;;13;5;1;2;1;1;1;1;1;1;1;2;1;1;2;2;PTSD;2;2;1;1;1;1;1;1;2;1;1;1;1;2;"""Doing dryer runs to take his own life..""";7;1;1;1;2;1;2;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Wash_10;1;-9;1;2;0;1;1;1;1;1;1;1;1;1;1;1;2;1;-9;1;-9;1;1;0;1;1;1;1;305;825;1130;;06.07.2020 14:32;1;0;2;2;15;2;0.31;0
84;;;base;interview;20.02.2020 15:17;-9;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoners;1;1;1;1;2;1;1;1;1;1;4;1;2;2;2;1;1;1;1;1;1;1;1;2;-9;;B_Apr_Oreg_31;2;04.04.2019;1;;14;2;2;1;1;1;1;1;1;1;1;1;2;1;1;1;;1;1;2;1;1;1;1;1;1;1;1;1;1;1;;2;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;118;693;811;;15.03.2020 23:30;1;0;2;2;20;5;0.58;0
85;;;base;interview;20.02.2020 15:24;1;1;1;2;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;2;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Apr_Wash_18;2;04.04.2019;5;;13;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;2;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;0;1;1;1;1;333;1879;595;;06.07.2020 14:33;1;0;2;2;15;2;0.21;0
86;;;base;interview;20.02.2020 15:54;1;1;1;2;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;4;2;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Apr_Wash_19;2;04.04.2019;11;;13;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;2;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Wash_11;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;0;1;1;1;1;278;360;638;;06.07.2020 14:34;1;0;2;2;14;1;0.53;0
88;;;base;interview;20.02.2020 16:33;-9;1;1;2;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Apr_Oreg_32;2;04.04.2019;11;;13;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;5;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_22;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;257;381;638;;15.03.2020 23:33;1;0;2;2;16;2;0.52;0
89;;;base;interview;20.02.2020 16:39;1;1;1;2;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;2;1;1;1;1;1;1;1;3;1;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Apr_Oreg_33;2;04.04.2019;5;;13;3;2;1;1;1;2;1;1;1;1;1;1;2;1;1;;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;5;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_22;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;1;1;1;0;1;1;1;1;1015;481;573;;06.07.2020 14:36;1;0;2;2;12;1;0.32;0
90;;;base;interview;20.02.2020 16:58;1;1;1;2;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;1;1;2;1;1;1;1;1;4;1;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Apr_Oreg_34;2;04.04.2019;5;;13;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;5;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_21;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;2;1;1;1;0;1;1;1;1;805;746;838;;06.07.2020 14:47;1;0;2;2;12;1;0.23;0
91;;;base;interview;20.02.2020 17:17;-9;0;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;Prisoners;1;1;1;1;2;1;1;1;1;1;4;1;2;2;2;1;1;1;1;1;1;1;1;1;-9;;B_Apr_Oreg_35;2;04.04.2019;1;;14;2;2;1;1;1;1;1;1;1;1;1;2;1;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;1;1;1;1;2;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;1;1;1;;;;;;184;585;769;;15.03.2020 23:36;1;0;2;2;18;4;0.47;0
92;;;base;interview;20.02.2020 17:42;-9;0;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;2;1;1;1;3;1;1;1;1;1;2;1;2;2;2;1;1;2;-9;;B_Apr_Oreg_36;2;04.04.2019;14;;14;4;2;1;1;1;1;1;1;1;2;2;1;1;1;2;Depression, bullying, social media;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;1;1;1;2;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;1;-9;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;-9;1;1;2;1;;;;;;162;740;902;;15.03.2020 23:37;1;0;2;2;17;4;0.46;0
93;;;base;interview;20.02.2020 17:50;1;1;1;2;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;4;2;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Apr_Wash_21;2;04.04.2019;5;;13;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;5;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Wash_11;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;1;1;1;;;;;;127;328;455;;15.03.2020 23:37;1;0;2;2;14;2;0.76;0
94;;;base;interview;20.02.2020 18:10;-9;1;1;2;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;2;1;1;1;1;3;1;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Apr_Oreg_37;2;04.04.2019;5;;13;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;;1;3;1;1;1;1;1;2;2;1;1;2;1;1;;6;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_22;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;705;1929;354;;15.03.2020 23:39;1;0;2;2;16;2;0.13;0
95;;;base;interview;21.02.2020 11:24;-9;1;1;2;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Apr_Oreg_38;2;04.04.2019;11;;13;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;6;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_21;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;145;221;366;;15.03.2020 23:46;1;0;2;2;17;2;0.91;5
96;;;base;interview;21.02.2020 11:28;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;1;2;1;1;1;1;1;1;2;1;1;2;-9;;B_Apr_Oreg_39;2;04.04.2019;14;;14;2;2;1;1;1;1;1;1;1;1;2;1;1;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;6;1;1;1;1;1;1;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;1;-9;1;1;0;1;1;1;1;1;1;1;2;1;1;2;1;1;-9;1;-9;1;1;;;;;;516;380;896;;15.03.2020 23:47;1;0;2;2;22;6;0.43;0
97;;;base;interview;21.02.2020 12:17;1;1;1;2;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;2;1;1;2;1;1;1;1;3;1;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Apr_Oreg_40;2;04.04.2019;11;;13;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;;1;3;1;1;1;1;1;2;2;1;1;2;1;1;;6;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_22;1;-9;1;1;2;1;1;2;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;843;489;581;;15.03.2020 23:48;1;0;2;2;14;1;0.32;0
98;;;base;interview;24.02.2020 09:37;-9;1;1;2;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;2;1;1;1;1;1;1;1;4;1;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Apr_Oreg_41;2;04.04.2019;11;;13;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;6;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_21;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;1;1;1;;;;;;125;271;396;;15.03.2020 23:49;1;0;2;2;14;2;0.85;0
99;;;base;interview;24.02.2020 09:54;-9;1;2;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;2;1;2;1;2;1;3;1;1;2;1;1;1;1;2;1;2;1;1;2;-9;;B_Apr_Oreg_42;2;04.04.2019;14;;14;5;2;1;1;1;1;1;1;1;2;2;1;2;1;2;bullying;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;6;1;1;1;1;2;2;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_9;1;-9;2;2;1;2;1;1;1;1;1;1;1;1;1;2;1;1;-9;1;1;1;1;0;1;1;1;1;293;595;888;;06.07.2020 15:10;1;0;2;2;15;2;0.38;0
101;;;base;interview;24.02.2020 14:10;-9;1;1;2;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;2;1;2;1;1;1;1;1;3;1;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Apr_Oreg_44;2;04.04.2019;5;;13;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;;1;3;1;1;1;1;1;2;2;1;1;2;1;1;;6;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_22;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;0;1;1;1;1;365;291;656;;06.07.2020 15:21;1;0;2;2;15;2;0.58;0
102;;;base;interview;24.02.2020 14:18;1;1;1;2;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;2;1;2;1;1;1;1;1;3;2;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Apr_Wash_22;2;05.04.2019;5;;13;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;3;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Wash_18;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;0;1;1;1;1;188;309;497;;06.07.2020 14:52;1;0;2;2;14;1;0.67;0
103;;;base;interview;24.02.2020 14:24;1;1;1;2;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;1;1;2;2;1;1;1;1;4;1;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Apr_Oreg_45;2;05.04.2019;11;;13;3;1;1;2;1;2;1;1;1;1;1;1;2;1;1;;1;3;1;1;1;1;1;2;2;1;1;2;1;1;;3;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_21;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;0;1;1;1;1;893;274;366;;06.07.2020 15:20;1;0;2;2;14;1;0.53;0
104;;;base;interview;24.02.2020 14:36;-9;1;1;2;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Apr_Oreg_46;2;05.04.2019;5;;13;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;;1;3;1;1;1;1;1;2;2;1;1;2;1;1;;3;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_21;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;1;1;1;;;;;;564;192;756;;15.03.2020 23:55;1;0;2;2;14;2;0.76;9
105;;;base;interview;24.02.2020 14:47;2;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;;2;1;1;1;2;2;1;1;2;1;4;2;1;1;2;1;1;1;1;2;1;1;1;2;-9;;B_Apr_Wash_23;2;05.04.2019;1;;13;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;2;1;1;1;1;2;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;B_Apr_Wash_9;1;-9;2;1;0;1;1;1;1;1;1;1;1;2;1;1;1;1;-9;1;-9;1;1;;;;;;171;453;624;;15.03.2020 23:57;1;0;2;2;14;2;0.56;0
106;;;base;interview;24.02.2020 14:55;-9;1;2;1;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Apr_Oreg_47;2;05.04.2019;4;;13;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;2;1;1;1;1;1;1;1;;2;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;-9;1;1;1;1;;;;;;87;288;375;;15.03.2020 23:58;1;0;2;2;16;2;0.98;1
107;;;base;interview;24.02.2020 14:59;-9;1;1;2;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;4;2;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Apr_Wash_24;2;05.04.2019;5;;13;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;;1;3;1;1;1;1;1;2;2;1;1;2;1;1;;1;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Wash_11;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;191;241;432;;15.03.2020 23:59;1;0;2;2;16;2;0.78;2
108;;;base;interview;24.02.2020 15:05;-9;1;1;2;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Apr_Oreg_48;2;05.04.2019;5;;13;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;;1;3;1;1;1;1;1;2;2;1;1;2;1;1;;2;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_21;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;403;198;601;;16.03.2020 00:00;1;0;2;2;16;2;0.78;8
109;;;base;interview;24.02.2020 15:16;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;1;2;1;1;1;1;1;1;2;2;1;2;-9;;B_Apr_Oreg_49;2;05.04.2019;14;;14;3;2;1;2;1;1;1;1;1;1;2;1;1;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;2;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;B_Apr_Oreg_39;1;-9;1;1;0;1;1;1;1;1;1;2;2;1;1;1;1;1;-9;1;-9;1;1;;;;;;306;302;608;;16.03.2020 00:01;1;0;2;2;20;5;0.58;0
110;;;base;interview;24.02.2020 15:24;1;1;1;2;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Apr_Oreg_50;2;05.04.2019;5;;13;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;;1;3;1;1;1;1;1;2;2;1;1;2;1;1;;4;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_22;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;102;207;309;;16.03.2020 00:02;1;0;2;2;14;1;01.Aug;7
111;;;base;interview;24.02.2020 15:28;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;2;1;1;1;1;2;2;1;-9;;B_Apr_Oreg_51;2;05.04.2019;9;;14;3;1;1;1;1;1;1;1;1;2;2;1;1;1;2;Substance abuse;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;0;1;1;1;1;1;1;2;1;1;1;2;2;1;-9;1;-9;1;1;;;;;;115;387;502;;16.03.2020 00:03;1;0;2;2;23;6;0.74;0
112;;;base;interview;24.02.2020 15:34;1;1;1;2;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;1;1;2;2;1;1;1;1;4;1;1;1;1;2;1;1;2;1;1;2;2;1;-9;;B_Apr_Oreg_52;2;05.04.2019;5;;13;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;4;1;1;1;1;1;1;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_21;1;-9;1;1;1;1;1;2;1;1;1;2;1;1;1;2;2;1;-9;1;-9;1;1;0;1;1;1;1;112;460;572;;06.07.2020 15:18;1;0;2;2;14;1;0.7;0
113;;;base;interview;24.02.2020 15:42;1;1;1;2;1;1;1;2;1;1;2;1;1;1;1;1;1;;1;1;1;1;2;1;1;1;1;1;4;1;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Apr_Oreg_53;2;05.04.2019;5;;14;3;1;2;1;1;2;1;1;1;1;1;1;2;1;1;;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_21;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;2;1;1;1;;;;;;105;344;449;;16.03.2020 00:06;1;0;2;2;13;1;0.82;0
